"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TPCO","Tribune Publishing Company","12.55","$458.49M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/tpco",
"TCDA","Tricida, Inc.","6.41","$321.68M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","33.93","$1.01B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbk",
"TDAC","Trident Acquisitions Corp.","10.826","$136.38M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdac",
"TDACU","Trident Acquisitions Corp.","10.82","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacu",
"TDACW","Trident Acquisitions Corp.","0.3266","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacw",
"TRIL","Trillium Therapeutics Inc.","15.1","$1.34B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tril",
"TMQ","Trilogy Metals Inc.","1.71","$244.54M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/tmq",
"TRS","TriMas Corporation","28.01","$1.21B","2007","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","58.59","$14.66B","1990","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trmb",
"TRNE","Trine Acquisition Corp.","10.47","$392.82M","2019","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/trne",
"TRNE.U","Trine Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/trne.u",
"TRNE.WS","Trine Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trne.ws",
"TNET","TriNet Group, Inc.","75.9","$5.06B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tnet",
"TRIB","Trinity Biotech plc","3.07","$64.17M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/trib",
"TRN","Trinity Industries, Inc.","23.42","$2.67B","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/trn",
"TPHS","Trinity Place Holdings Inc.","1.37","$44.08M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/tphs",
"TSE","Trinseo S.A.","39.19","$1.5B","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tse",
"TRT","Trio-Tech International","3.81","$14.14M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trt",
"TCOM","Trip.com Group Limited","34.54","$20.48B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tcom",
"TRIP","TripAdvisor, Inc.","25.78","$3.47B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/trip",
"TPVG","TriplePoint Venture Growth BDC Corp.","12.57","$387.5M","2014","n/a","n/a","https://old.nasdaq.com/symbol/tpvg",
"TPVY","TriplePoint Venture Growth BDC Corp.","25.57","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/tpvy",
"GTS","Triple-S Management Corporation","23.62","$553.42M","2007","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/gts",
"TSC","TriState Capital Holdings, Inc.","16.14","$481.38M","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","25.95","$761M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscap",
"TSCBP","TriState Capital Holdings, Inc.","25.9","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscbp",
"TRIT","Triterras, Inc.","11.94","$100.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trit",
"TRITW","Triterras, Inc.","2.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tritw",
"TRTN","Triton International Limited","41.59","$2.85B","2016","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/trtn",
"TRTN^A","Triton International Limited","27.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^a",
"TRTN^B","Triton International Limited","26.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^b",
"TRTN^C","Triton International Limited","25.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^c",
"TRTN^D","Triton International Limited","24.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^d",
"TBK","Triumph Bancorp, Inc.","48.82","$1.21B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/tbk",
"TBKCP","Triumph Bancorp, Inc.","26.4201","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tbkcp",
"TGI","Triumph Group, Inc.","11.08","$577.39M","1996","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tgi",
"TRVG","trivago N.V.","1.42","$501.69M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/trvg",
"TROX","Tronox Holdings plc","11.7","$1.68B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/trox",
"TBI","TrueBlue, Inc.","18.18","$644.89M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/tbi",
"TRUE","TrueCar, Inc.","3.95","$411.17M","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/true",
"TFC","Truist Financial Corporation","48.57","$65.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tfc",
"TFC^F","Truist Financial Corporation","25.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^f",
"TFC^G","Truist Financial Corporation","25.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^g",
"TFC^H","Truist Financial Corporation","25.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^h",
"TFC^I","Truist Financial Corporation","25.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^i",
"TFC^O","Truist Financial Corporation","27.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^o",
"TFC^R","Truist Financial Corporation","26.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^r",
"TRUP","Trupanion, Inc.","90.1","$3.3B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","6.39","$616.2M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","26.76","$1.7B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trmk",
"MEDS","Trxade Group, Inc.","4.79","$38.63M","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/meds",
"TSIAU","TS Innovation Acquisitions Corp.","9.99","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/tsiau",
"TNP","Tsakos Energy Navigation Ltd","7.97","$149.68M","2002","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tnp",
"TNP^D","Tsakos Energy Navigation Ltd","20.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^d",
"TNP^E","Tsakos Energy Navigation Ltd","21.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^e",
"TNP^F","Tsakos Energy Navigation Ltd","20.303","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^f",
"TSRI","TSR, Inc.","6.805","$13.35M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","63.73","$2.98B","1996","Technology","Professional Services","https://old.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","12.99","$1.39B","2000","Technology","Electrical Products","https://old.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","2.72","$54.71M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tc",
"TCX","Tucows Inc.","71.21","$755.27M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tcx",
"TUFN","Tufin Software Technologies Ltd.","7.18","$257.02M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/tufn",
"TOUR","Tuniu Corporation","2.01","$247.97M","2014","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/tour",
"TUP","Tupperware Brands Corporation","30.84","$1.52B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/tup",
"TKC","Turkcell Iletisim Hizmetleri AS","5.23","$4.57B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tkc",
"TMPMU","Turmeric Acquisition Corp.","10.1","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/tmpmu",
"TPB","Turning Point Brands, Inc.","39.4","$755.06M","2016","Consumer Non-Durables","Tobacco","https://old.nasdaq.com/symbol/tpb",
"TPTX","Turning Point Therapeutics, Inc.","104.47","$5.03B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tptx",
"TRQ","Turquoise Hill Resources Ltd.","9.73","$1.96B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/trq",
"HEAR","Turtle Beach Corporation","17.83","$270.79M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/hear",
"THCB","Tuscan Holdings Corp.","10.2898","$365.15M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcb",
"THCBU","Tuscan Holdings Corp.","11.2258","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbu",
"THCBW","Tuscan Holdings Corp.","0.951","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbw",
"THCA","Tuscan Holdings Corp. II","9.988","$219.61M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thca",
"THCAU","Tuscan Holdings Corp. II","11.193","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcau",
"THCAW","Tuscan Holdings Corp. II","0.58","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcaw",
"TPC","Tutor Perini Corporation","14.41","$732.42M","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","https://old.nasdaq.com/symbol/tpc",
"TWCT","TWC Tech Holdings II Corp.","9.73","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/twct",
"TWCTU","TWC Tech Holdings II Corp.","10.06","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/twctu",
"TWCTW","TWC Tech Holdings II Corp.","1.05","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/twctw",
"TWLO","Twilio Inc.","278.52","$44.7B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/twlo",
"TWIN","Twin Disc, Incorporated","5.93","$80.46M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/twin",
"TWST","Twist Bioscience Corporation","104.05","$4.65B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/twst",
"TWTR","Twitter, Inc.","42.73","$33.99B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/twtr",
"TWO","Two Harbors Investments Corp","6.46","$1.77B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/two",
"TWO^A","Two Harbors Investments Corp","23.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^a",
"TWO^B","Two Harbors Investments Corp","22.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^b",
"TWO^C","Two Harbors Investments Corp","21.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^c",
"TWO^D","Two Harbors Investments Corp","23.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^d",
"TWO^E","Two Harbors Investments Corp","22.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^e",
"TYL","Tyler Technologies, Inc.","414.12","$16.7B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tyl",
"TYME","Tyme Technologies, Inc.","0.9469","$123.26M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tyme",
"TSN","Tyson Foods, Inc.","64.74","$23.58B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/tsn",
"USCR","U S Concrete, Inc.","37.45","$624.51M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/uscr",
"USB","U.S. Bancorp","44.28","$66.71B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","925.975","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","23.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","26.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^m",
"USB^O","U.S. Bancorp","25.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^o",
"USB^P","U.S. Bancorp","28.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^p",
"USB^Q","U.S. Bancorp","24.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^q",
"USEG","U.S. Energy Corp.","3.19","$5.63M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","3.22","$48.58M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","9","$32.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usau",
"USPH","U.S. Physical Therapy, Inc.","109.39","$1.41B","1992","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/usph",
"SLCA","U.S. Silica Holdings, Inc.","3.39","$250.69M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/slca",
"USWS","U.S. Well Services, Inc.","0.3375","$24.88M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","0.0235","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/uswsw",
"USX","U.S. Xpress Enterprises, Inc.","7.99","$396.17M","2018","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/usx",
"UBER","Uber Technologies, Inc.","49.21","$86.8B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/uber",
"UI","Ubiquiti Inc.","252.72","$15.87B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/ui",
"UBS","UBS AG","14.26","$51.16B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ubs",
"UCL","uCloudlink Group Inc.","9.02","$253.96M","2020","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ucl",
"UDR","UDR, Inc.","40.27","$11.86B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/udr",
"UFPI","UFP Industries, Inc.","53.56","$3.28B","1993","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/ufpi",
"UFPT","UFP Technologies, Inc.","45.05","$337.64M","1993","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ufpt",
"UGI","UGI Corporation","36.79","$7.66B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ugi",
"ULTA","Ulta Beauty, Inc.","275.29","$15.51B","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","27.38","$1.11B","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/uctt",
"RARE","Ultragenyx Pharmaceutical Inc.","118.67","$7.85B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","6.01","$95.73M","1992","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ulbi",
"UGP","Ultrapar Participacoes S.A.","3.89","$4.23B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/ugp",
"UMBF","UMB Financial Corporation","70.86","$3.4B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/umbf",
"UMH","UMH Properties, Inc.","14.6","$608.96M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/umh",
"UMH^C","UMH Properties, Inc.","25.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^c",
"UMH^D","UMH Properties, Inc.","24.755","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^d",
"UMPQ","Umpqua Holdings Corporation","14.55","$3.2B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/umpq",
"UA","Under Armour, Inc.","13.86","$6.3B","2016","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ua",
"UAA","Under Armour, Inc.","15.76","$7.17B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/uaa",
"UNAM","Unico American Corporation","5.25","$27.86M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/unam",
"UFI","Unifi, Inc.","16.58","$305.97M","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/ufi",
"UNF","Unifirst Corporation","192.34","$3.63B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/unf",
"UN","Unilever NV","60.75","$159.24B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/un",
"UL","Unilever PLC","60.99","$159.87B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ul",
"LATN","Union Acquisition Corp. II","9.93","$248.25M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/latn",
"LATNU","Union Acquisition Corp. II","10.3231","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/latnu",
"LATNW","Union Acquisition Corp. II","0.4254","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/latnw",
"UNB","Union Bankshares, Inc.","25.87","$115.78M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/unb",
"UNP","Union Pacific Corporation","206.71","$139.3B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/unp",
"UFAB","Unique Fabricating, Inc.","4.13","$40.39M","2015","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ufab",
"QURE","uniQure N.V.","43.99","$1.96B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/qure",
"UIS","Unisys Corporation","13.84","$872.44M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/uis",
"UAL","United Airlines Holdings, Inc.","41","$11.93B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ual",
"UBCP","United Bancorp, Inc.","12.16","$72.67M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","23.13","$75.67M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","30.9","$4.01B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubsi",
"UCBI","United Community Banks, Inc.","25.78","$2.23B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ucbi",
"UCBIO","United Community Banks, Inc.","27.51","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ucbio",
"UFCS","United Fire Group, Inc","24.28","$607.76M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","4.63","$199.46M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/uihc",
"UMC","United Microelectronics Corporation","5.76","$14.31B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/umc",
"UNFI","United Natural Foods, Inc.","16.94","$928.99M","2019","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/unfi",
"UNFI","United Natural Foods, Inc.","16.94","$928.99M","2019","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/unfi",
"UPS","United Parcel Service, Inc.","168.44","$145.6B","1999","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ups",
"URI","United Rentals, Inc.","217.83","$15.71B","1997","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/uri",
"UBFO","United Security Bancshares","7.19","$122.07M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubfo",
"UAMY","United States Antimony Corporation","0.363","$27.49M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/uamy",
"USM","United States Cellular Corporation","31.81","$2.74B","1988","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/usm",
"UZA","United States Cellular Corporation","26.2","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/uza",
"UZB","United States Cellular Corporation","26.05","n/a","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/uzb",
"UZC","United States Cellular Corporation","25.75","n/a","2015","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/uzc",
"UZD","United States Cellular Corporation","26.84","n/a","2020","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/uzd",
"USLM","United States Lime & Minerals, Inc.","103.92","$585.15M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/uslm",
"X","United States Steel Corporation","11.1","$2.45B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/x",
"UTHR","United Therapeutics Corporation","142.93","$6.35B","1999","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","14.4","$66.16M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ug",
"UNH","UnitedHealth Group Incorporated","356.82","$338.56B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/unh",
"UNIT","Uniti Group Inc.","9.66","$2.25B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/unit",
"UTL","UNITIL Corporation","37.71","$565.92M","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/utl",
"UNTY","Unity Bancorp, Inc.","17.53","$185.21M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","4.78","$252.93M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ubx",
"U","Unity Software Inc.","111.51","$30.22B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/u",
"UNVR","Univar Solutions Inc.","18.25","$3.09B","2015","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/unvr",
"UVV","Universal Corporation","46.35","$1.14B","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/uvv",
"OLED","Universal Display Corporation","213.35","$10.05B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","49.59","$681.85M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/ueic",
"UHT","Universal Health Realty Income Trust","61.64","$848.81M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/uht",
"UHS","Universal Health Services, Inc.","132.91","$11.29B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/uhs",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","14.51","$454.66M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/uve",
"ULH","Universal Logistics Holdings, Inc.","23.04","$620.21M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ulh",
"UUU","Universal Security Instruments, Inc.","2.83","$6.55M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/uuu",
"USAP","Universal Stainless & Alloy Products, Inc.","6.75","$59.6M","1994","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/usap",
"UTI","Universal Technical Institute Inc","5.63","$183.6M","2003","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/uti",
"UVSP","Univest Financial Corporation","19.66","$575.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/uvsp",
"UNM","Unum Group","21.44","$4.37B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/unm",
"UNMA","Unum Group","27.89","n/a","2018","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/unma",
"TTTN","UP Fintech China-U.S. Internet Titans ETF","43.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tttn",
"TIGR","UP Fintech Holding Limited","5.96","$840.03M","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tigr",
"UPLD","Upland Software, Inc.","42.46","$1.25B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","33.08","$4.04B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/upwk",
"URG","Ur Energy Inc","0.4773","$80.98M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/urg",
"UEC","Uranium Energy Corp.","1.01","$199.35M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/uec",
"UE","Urban Edge Properties","13.17","$1.54B","2015","Finance","Real Estate","https://old.nasdaq.com/symbol/ue",
"UONE","Urban One, Inc. ","4.98","$237.79M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","1.03","$49.18M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","28.02","$2.74B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/urbn",
"MYT","Urban Tea, Inc.","1.66","$13.19M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/myt",
"URGN","UroGen Pharma Ltd.","22.95","$507.04M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","16.04","$508.81M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urov",
"UBA","Urstadt Biddle Properties Inc.","12.29","$492.42M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/uba",
"UBP","Urstadt Biddle Properties Inc.","11.95","$478.8M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ubp",
"UBP^H","Urstadt Biddle Properties Inc.","24.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ubp^h",
"UBP^K","Urstadt Biddle Properties Inc.","23.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ubp^k",
"ECOL","US Ecology, Inc.","36.01","$1.13B","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/ecol",
"ECOLW","US Ecology, Inc.","6.5","n/a","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/ecolw",
"USFD","US Foods Holding Corp.","31.18","$6.89B","2016","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/usfd",
"USAC","USA Compression Partners, LP","11.45","$1.11B","2013","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/usac",
"USAK","USA Truck, Inc.","10.06","$88.13M","1992","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/usak",
"USNA","USANA Health Sciences, Inc.","75.09","$1.58B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/usna",
